Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details,
WASHER PLAIN G18X27X1.00,000022008RD-PB,code128,,Default Category,nos1,nos1,nos1,4.68146,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BRACKET VALVE LEVER,000022010RD,code128,,Default Category,nos1,nos1,nos1,85.47716,146,5,18.00%,Exclusive,no_image.png,,,,,,,,,83025000,,,,,0,,,
BRACKET VALVE LEVER,000022010RD-PB,code128,,Default Category,nos1,nos1,nos1,98.6116,145,5,18.00%,Exclusive,no_image.png,,,,,,,,,83025000,,,,,0,,,
BRACKET VALVE LVR SFT FRT/REAR,000022011RD,code128,,Default Category,nos1,nos1,nos1,67.91336,116,5,18.00%,Exclusive,no_image.png,,,,,,,,,83025000,,,,,0,,,
BRACKET VALVE LVR SFT FRT/REAR,000022011RD-PB,code128,,Default Category,nos1,nos1,nos1,78.3464,116,5,18.00%,Exclusive,no_image.png,,,,,,,,,83025000,,,,,0,,,
BUSH (46.025X39.377X25.65),000022018RD,code128,,Default Category,nos1,nos1,nos1,85.6052,136,5,18.00%,Exclusive,no_image.png,,,,,,,,,73262090,,,,,0,,,
TAPPET VALVE,000022019RD,code128,,Default Category,nos1,nos1,nos1,57.23323,89,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099911,,,,,0,,,
TAPPET VALVE,000022019RD-PB,code128,,Default Category,nos1,nos1,nos1,62.8,100,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
PUSH ROD VALVE,000022020RD,code128,,Default Category,nos1,nos1,nos1,39.87034,62,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
PUSH ROD VALVE,000022020RD-PB,code128,,Default Category,nos1,nos1,nos1,39.66784,64,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
GASKET AIR INTAKE MANIFOLD 4DI,000022023RD,code128,,Default Category,nos1,nos1,nos1,50.91422,74,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169340,,,,,0,,,
WASHER VALVE LEVER SFT SPRING,000022033RD,code128,,Default Category,nos1,nos1,nos1,7.02552,12,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
RING RETAINING VALVE LEVER SFT,000022034RD,code128,,Default Category,nos1,nos1,nos1,4.09822,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
SPRING VALVE LEVER,000022035RD,code128,,Default Category,nos1,nos1,nos1,9.36736,16,5,18.00%,Exclusive,no_image.png,,,,,,,,,73209090,,,,,0,,,
SPACER VALVE LEVER,000022036RD,code128,,Default Category,nos1,nos1,nos1,21.07656,36,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
GASKET CYL. HEAD-4 CYL,000022039RD,code128,,Default Category,nos1,nos1,nos1,1039.968,1656,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,,
GASKET CYLINDER HEAD-4 CYL.,000022039RD-PB,code128,,Default Category,nos1,nos1,nos1,1050.6463,1730,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
PLUG WATER JET (ALUMINIUM),000022048RD,code128,,Default Category,nos1,nos1,nos1,5.50424,8,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
STUD BOTH ENDS M10X1.5X160.80X8.8,000022052RD,code128,,Default Category,nos1,nos1,nos1,30.44392,52,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182300,,,,,0,,,
STUD BOTHENDS M10X1.5X160.80X8.8,000022052RD-PB,code128,,Default Category,nos1,nos1,nos1,38.78924,58,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
NUT (HEX M10 X 1.5 X 8 X 8),000022055RD,code128,,Default Category,nos1,nos1,nos1,3.44015,5,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
WASHER INJECTOR NOZZLE HOLDER,000022056RD,code128,,Default Category,nos1,nos1,nos1,7.61098,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
WASHER INJ NOZZLE HOLDER,000022056RD-PB,code128,,Default Category,nos1,nos1,nos1,11.36926,17,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BEARING (CRANK SHAFT REAR TOP-STD-BIM),000022069RD,code128,,Default Category,nos1,nos1,nos1,283.46836,412,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING (CRANK SHAFT F/C TOP STD BIM),000022071RD,code128,,Default Category,nos1,nos1,nos1,43.08569,67,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CR'SFT F/C TOP STD BIM,000022071RD-PB,code128,,Default Category,nos1,nos1,nos1,53.9805,75,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,,
NUT (HEX 1X14 UNF 3 X 22.0 X DIN 17200),000022073RD,code128,,Default Category,nos1,nos1,nos1,53.86232,92,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
NUT HEX 1 X 14 UNF 3 X 22.0 X DIN 17200-,000022073RD-PB,code128,,Default Category,nos1,nos1,nos1,69.55312,104,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER PLAIN (G26X52X4.4),000022075RD,code128,,Default Category,nos1,nos1,nos1,16.97834,29,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
WASHER PLAIN G26X52X4.4,000022075RD-PB,code128,,Default Category,nos1,nos1,nos1,22.06974,33,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER PLAIN (G10.5X21X2),000022079RD,code128,,Default Category,nos1,nos1,nos1,0.58546,1,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
WASHER PLAIN G10.5X21X2,000022079RD-PB,code128,,Default Category,nos1,nos1,nos1,6.01902,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
SEAT VALVE EXHAUST,000022086RD,code128,,Default Category,nos1,nos1,nos1,72.848,116,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
SEAT VALVE EXHAUST,000022086RD-PB,code128,,Default Category,nos1,nos1,nos1,69.66974,119,5,18.00%,Exclusive,no_image.png,,,,,,,,,94019000,,,,,0,,,
SEAT VALVE INLET,000022087RD,code128,,Default Category,nos1,nos1,nos1,76.616,122,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
PLATE FRONT CRANKCASE,000022088RD,code128,,Default Category,nos1,nos1,nos1,1198.68248,1864,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
CAM SHAFT - 4 CYL DI,000022104RD,code128,,Default Category,nos1,nos1,nos1,1493.20854,2322,5,18.00%,Exclusive,no_image.png,,,,,,,,,84839000,,,,,0,,,
CRANKSHAFT,000022121RD,code128,,Default Category,nos1,nos1,nos1,8439.692,13439,5,18.00%,Exclusive,no_image.png,,,,,,,,,84831092,,,,,0,,,
CRANKSHAFT CPT FOR 4335GM,000022121RD-PB,code128,,Default Category,nos1,nos1,nos1,9799.27168,13514,5,28.00%,Exclusive,no_image.png,,,,,,,,,85115000,,,,,0,,,
BEARING CRANK SHAFT,000022122RD,code128,,Default Category,nos1,nos1,nos1,953.02974,1482,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
SET BEARING CR'SFT MAIN STD-BI,000022122RD-PB,code128,,Default Category,nos1,nos1,nos1,976.94406,1527,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,,
CRANK SHAFT BEARING,000022144RD,code128,,Default Category,nos1,nos1,nos1,981.564,1563,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING (CRANK SHAFT REAR BTM STD BIM),000022156RD,code128,,Default Category,nos1,nos1,nos1,237.69676,406,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CR'SFT RER BTM-STD-BIM,000022156RD-PB,code128,,Default Category,nos1,nos1,nos1,278.4001,365,5,18.00%,Exclusive,no_image.png,,,,,,,,,84833000,,,,,0,,,
BEARING (CRANK SHAFT F/C BTM STD BIM),000022157RD,code128,,Default Category,nos1,nos1,nos1,41.15648,64,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CR'SFT F/C BTM-STD-BIM,000022157RD-PB,code128,,Default Category,nos1,nos1,nos1,54.70024,76,5,18.00%,Exclusive,no_image.png,,,,,,,,,84833000,,,,,0,,,
GASKET FIP,000022168RD,code128,,Default Category,nos1,nos1,nos1,30.44392,52,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169340,,,,,0,,,
GASKET F.I.P.,000022168RD-PB,code128,,Default Category,nos1,nos1,nos1,31.7438,47,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
CLAMP NOZZLE HOLDER(DI),000022171RD,code128,,Default Category,nos1,nos1,nos1,76.1098,130,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182910,,,,,0,,,
CLAMP NOZZLE HOLDER(DI),000022171RD-PB,code128,,Default Category,nos1,nos1,nos1,99.2838,147,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BUSH (46.775X50.127X28.01),000022174RD,code128,,Default Category,nos1,nos1,nos1,52.54102,73,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
BRACKET FUEL FILTER MTG,000022176RD,code128,,Default Category,nos1,nos1,nos1,168.56735,245,5,18.00%,Exclusive,no_image.png,,,,,,,,,83025000,,,,,0,,,
BRACKET FUEL FILTER MTG,000022176RD-PB,code128,,Default Category,nos1,nos1,nos1,196.056,288,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
MANIFOLD INTAKE (4DI),000022177RD,code128,,Default Category,nos1,nos1,nos1,837.2078,1430,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
MANIFOLD INTAKE 4DI,000022177RD-PB,code128,,Default Category,nos1,nos1,nos1,844.032,1344,5,28.00%,Exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,,
CLAMP (INJECTION PIPE MALE),000022201RD,code128,,Default Category,nos1,nos1,nos1,5.652,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182910,,,,,0,,,
HEAD CYLINDER ASSY FOR 4 DI(21 X 7.6),000022202E13,code128,,Default Category,nos1,nos1,nos1,8486.792,13514,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
HEAD CYLINDER ASSY FOR 4 DI(21 X 7.6),000022202E13-PB,code128,,Default Category,nos1,nos1,nos1,10190.6618,16780,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
CLAMP FEMALE,000022202RD,code128,,Default Category,nos1,nos1,nos1,5.652,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182910,,,,,0,,,
BOLT (HEX M6X1X16X8.8),000022206RD,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
ADAPTOR FIP LUB PIPE,000022208RD,code128,,Default Category,nos1,nos1,nos1,13.46558,23,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182910,,,,,0,,,
ADAPTOR FIP LUB PIPE,000022208RD-PB,code128,,Default Category,nos1,nos1,nos1,18.2193,30,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
ADAPTOR SPIGOT F I P DRIVE -DI,000022219RD,code128,,Default Category,nos1,nos1,nos1,239.4619,365,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
BUSH BI-MET  28.000X30.975X25.00,000022237RD,code128,,Default Category,nos1,nos1,nos1,37.15362,54,5,18.00%,Exclusive,no_image.png,,,,,,,,,74122090,,,,,0,,,
GUIDE VALVE STEM,000022265RD,code128,,Default Category,nos1,nos1,nos1,7.89503,13,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
BOLT (M8 X 1.25 X 22),000022271RD,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
WASHER SPRING (M10X18X2.2),000022273RD,code128,,Default Category,nos1,nos1,nos1,2.9273,5,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
WASHER SPRING L M10X18X2.2,000022273RD-PB,code128,,Default Category,nos1,nos1,nos1,3.51276,6,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
PIPE FUEL INJECTION  NO 1,000022277RD,code128,,Default Category,nos1,nos1,nos1,101.60506,158,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
PIPE CPT FUEL INJ NO 1,000022277RD-PB,code128,,Default Category,nos1,nos1,nos1,116.35287,201,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
PIPE FUEL INJECTION  NO 2,000022278RD,code128,,Default Category,nos1,nos1,nos1,124.75558,194,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099941,,,,,0,,,
PIPE CPT FUEL INJ NO.2,000022278RD-PB,code128,,Default Category,nos1,nos1,nos1,126.19366,218,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
PIPE FUEL INJECTION  NO 3,000022279RD,code128,,Default Category,nos1,nos1,nos1,140.83233,219,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
PIPE CPT FUEL INJ NO 3,000022279RD-PB,code128,,Default Category,nos1,nos1,nos1,157.45264,272,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
PIPE FUEL INJECTION  NO 4,000022280RD,code128,,Default Category,nos1,nos1,nos1,129.90014,202,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
PIPE CPT FUEL INJ NO 4,000022280RD-PB,code128,,Default Category,nos1,nos1,nos1,157.45264,272,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
PLUG WATER JET,000022289RD,code128,,Default Category,nos1,nos1,nos1,5.078,8,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089100,,,,,0,,,
BOLT BANJO      9 431 033 422,000022306RD,code128,,Default Category,nos1,nos1,nos1,32.1535,50,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT BANJO      9 431 033 422,000022306RD-PB,code128,,Default Category,nos1,nos1,nos1,40.79558,61,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER BANJO BOLT2 916 710 602,000022307RD,code128,,Default Category,nos1,nos1,nos1,5.14456,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
WASHER BANJO BOLT2 916 710 602,000022307RD-PB,code128,,Default Category,nos1,nos1,nos1,6.6878,10,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
PIN DOWEL (11.113X28.575),000024550D,code128,,Default Category,nos1,nos1,nos1,8.19644,14,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
PIN DOWEL 11.113X28.575,000024550D-PB,code128,,Default Category,nos1,nos1,nos1,11.36926,17,5,18.00%,Exclusive,no_image.png,,,,,,,,,84839000,,,,,0,,,
SCREW (HEX HEAD 9.52 X 1.59 X 20.70 X 5),000026058D,code128,,Default Category,nos1,nos1,nos1,7.02552,12,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
SCREW HEX HD G 9.525 X 1.59 X 20.70 X 5,000026058D-PB,code128,,Default Category,nos1,nos1,nos1,15,15,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BOLT (HEX M10X1.5X25X8.8),000030020R1,code128,,Default Category,nos1,nos1,nos1,8.19644,14,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT HEX M10X1.5X25X8.8,000030020R1-PB,code128,,Default Category,nos1,nos1,nos1,13.26456,18,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BOLT (HEX M10X1.5X45X8.8),000030024R1,code128,,Default Category,nos1,nos1,nos1,10.25729,17,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,,
WASHER PLAIN (G10X24X5),000030184R1,code128,,Default Category,nos1,nos1,nos1,4.0845,6,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182100,,,,,0,,,
BOLT HEX (12.7 X 44.45 X 8),000032145B12,code128,,Default Category,nos1,nos1,nos1,23.39302,34,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT HEX G 12.7 X 44.45 X 8,000032145B12-PB,code128,,Default Category,nos1,nos1,nos1,23.4073,35,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER RETAINER BULL GEAR,000032373B12,code128,,Default Category,nos1,nos1,nos1,7.02552,12,5,28.00%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,,
LOCK PLATE DIFFERENTIAL CASE,000032510B12,code128,,Default Category,nos1,nos1,nos1,15,15,5,28.00%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,,
WASHER FELT,000032843B12,code128,,Default Category,nos1,nos1,nos1,6.0337,10,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
ADAPTOR GEAR DRIVEN 4TH SPEED-SYNCH,000032856B12,code128,,Default Category,nos1,nos1,nos1,1103.60012,1604,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099191,,,,,0,,,
STICKER FOR HY TORQUE - 605DI(N moving),000033019B12,code128,,Default Category,nos1,nos1,nos1,19.6818,30,5,18.00%,Exclusive,no_image.png,,,,,,,,,39199010,,,,,0,,,
ALTERNATOR 36 A W/PULLEY-LUCAS,000040001C01,code128,,Default Category,nos1,nos1,nos1,4196.29497,6099,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
SLEEVE BOLT FRONT AXLE,000040344C08,code128,,Default Category,nos1,nos1,nos1,51.28645,85,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
OIL PRESSURE TRANSDUCER C40076,000041615C11,code128,,Default Category,nos1,nos1,nos1,338.98134,579,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
OIL PRESSURE TRANSDUCER C40076,000041615C11-PB,code128,,Default Category,nos1,nos1,nos1,320.23335,591,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
"END ASSY. TIE ROD, ADJ. ROD QH",000041658C08,code128,,Default Category,nos1,nos1,nos1,580.6131,885,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089400,,,,,0,,,
HOSE AIR INTAKE(INLET MANIFOLD,000041906C11,code128,,Default Category,nos1,nos1,nos1,154.56144,264,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
HOSE AIR INTAKE(INLET MANIFOLD,000041906C11-PB,code128,,Default Category,nos1,nos1,nos1,189.656,302,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
CYLINDER HEAD 60HP,000050859D02,code128,,Default Category,nos1,nos1,nos1,1947.413,3068,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
WASHER TOP LINK HOOK,000050961D99,code128,,Default Category,nos1,nos1,nos1,5.43033,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
(ALT 007204033B1) HYDRAULIC FILTER,000051215D01,code128,,Default Category,nos1,nos1,nos1,208.0281,295,5,18.00%,Exclusive,no_image.png,,,,,,,,,84213990,,,,,0,,,
CLAMP HYADRAULIC PIPE,000051256D01,code128,,Default Category,nos1,nos1,nos1,15.08425,25,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
COUPLING STRAIGHT (OD 12 MM),000051685D01,code128,,Default Category,nos1,nos1,nos1,60.35752,92,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
PANEL SIDE ASSEMBLY RH,000060340M02,code128,,Default Category,nos1,nos1,nos1,1534.36991,2543,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
BOLT (HEX M6X1X16X8.8),000060434M01,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BRACKET BUMPER,000060532M01,code128,,Default Category,nos1,nos1,nos1,5.90454,9,5,28.00%,Exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,,
NUT NYLOC (M6X1X7.5X8),000060683M01,code128,,Default Category,nos1,nos1,nos1,4.12818,6,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
BOLT HEX (M8X1.25X35X8.8),000060684M01,code128,,Default Category,nos1,nos1,nos1,8.94439,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,,
WASHER PLAIN (M8),000060686M01,code128,,Default Category,nos1,nos1,nos1,2.41348,4,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
CLUTCH PEDAL MTG.BRACKET CPTE - ARJ,000060691M01,code128,,Default Category,nos1,nos1,nos1,460.55412,702,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089300,,,,,0,,,
BOLT HEX (M6X1X25X8.8),000061046M01,code128,,Default Category,nos1,nos1,nos1,2.06409,3,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
WING NUT (M6),000061197M01,code128,,Default Category,nos1,nos1,nos1,6.19227,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
WASHER PLAIN (8.5X19X3),000061278M01,code128,,Default Category,nos1,nos1,nos1,1.20674,2,5,No Tax,Exclusive,no_image.png,,,,,,,,,,,,,,0,,,
STEERING WHEEL CAP SMALLER-MUSA,000061341M02,code128,,Default Category,nos1,nos1,nos1,23.61816,36,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089400,,,,,0,,,
GUARD ALTERNATOR (ARJUN),000061374C08,code128,,Default Category,nos1,nos1,nos1,46.6026,69,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
SPRING (ROD HOLD DOWN),000067205D,code128,,Default Category,nos1,nos1,nos1,4.09822,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73209090,,,,,0,,,
SPRING ROD HOLD DOWN,000067205D-PB,code128,,Default Category,nos1,nos1,nos1,6.01902,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
Parts Catalogue for Regular Tractors,0000MDIPC01,code128,,Default Category,nos1,nos1,nos1,562.24342,857,5,12.00%,Exclusive,no_image.png,,,,,,,,,49111020,,,,,0,,,
"PARTS CATALOG FOR REGULAR TRACTORS, ED-",0000MDIPC02,code128,,Default Category,nos1,nos1,nos1,846.97346,1291,5,12.00%,Exclusive,no_image.png,,,,,,,,,49111020,,,,,0,,,
NUT G 7.938MM,000102634,code128,,Default Category,nos1,nos1,nos1,4.41343,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
NUT HEX G9.525X1.59X8.56XIH 5,000102635,code128,,Default Category,nos1,nos1,nos1,5.50424,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
PLUG PIPE (3.175MM),000103883,code128,,Default Category,nos1,nos1,nos1,5.024,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,90173021,,,,,0,,,
WASHER SPRING LOCK (1/2 ZP),000120384,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,No Tax,Exclusive,no_image.png,,,,,,,,,,,,,,0,,,
WASHER PLAIN (10.312X20.396X1.295),000120394,code128,,Default Category,nos1,nos1,nos1,1.81011,3,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169350,,,,,0,,,
WASHER PLAIN (13.487X26.924X1.880),000120396,code128,,Default Category,nos1,nos1,nos1,5.50424,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
NUT HEX G9.525X1.06X8.45,000133093R1,code128,,Default Category,nos1,nos1,nos1,6.19227,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
PIN DOWEL (7.859X25.400),000141223,code128,,Default Category,nos1,nos1,nos1,6.19227,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
PIN DOWEL (G 9.525MM X 25.4MM),000141244,code128,,Default Category,nos1,nos1,nos1,5.43033,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
PLUG EXPANSION,000172528,code128,,Default Category,nos1,nos1,nos1,3.88182,6,5,18.00%,Exclusive,no_image.png,,,,,,,,,90173021,,,,,0,,,
PLUG EXPAUSION 1-1/4,000172558,code128,,Default Category,nos1,nos1,nos1,5.024,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,90173021,,,,,0,,,
PLUG EXPANSION (G 44.45MM),000172578,code128,,Default Category,nos1,nos1,nos1,6.28,10,5,28.00%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,,
PLUG EXPANSION,000172580,code128,,Default Category,nos1,nos1,nos1,12.56,20,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
BOLT (HEX G6.35X1.27X12.7X8.8),000179791,code128,,Default Category,nos1,nos1,nos1,4.88348,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (HEX G6.35X1.27X15.875X8.8),000179793,code128,,Default Category,nos1,nos1,nos1,1.37606,2,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
BOLT (HEX G6.35X1.27X19.05X8.8),000179795,code128,,Default Category,nos1,nos1,nos1,4.82696,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT 1/4 UNC X 1 1/4S,000179799,code128,,Default Category,nos1,nos1,nos1,4.22359,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (5/16 UNC X 3/4 HX HD),000179816,code128,,Default Category,nos1,nos1,nos1,6.19227,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (HEX G7.9375X1.41X25.4X8.8),000179818,code128,,Default Category,nos1,nos1,nos1,4.12818,6,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (HEX G9.525X1.59X22.23X8.8),000179838,code128,,Default Category,nos1,nos1,nos1,13.25516,19,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (HEX G9.525X1.59X28.57X8.8),000179840,code128,,Default Category,nos1,nos1,nos1,6.19227,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
BOLT (HEX G9.525X1.59X34.93X8.8),000179842,code128,,Default Category,nos1,nos1,nos1,7.56833,11,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
