Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
B12 ECU SEDEMAC MAKE- 100-125KVA M&M ENG,006014054H91,code128,,Default Category,nos1,nos1,nos1,4517.5,7804,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
MPU M12 SEDEMAC MAKE,006014055H91,code128,,Default Category,nos1,nos1,nos1,515.79,881,5,GST @18%,exclusive,no_image.png,,,,,,,,,90292090,,,,,0,,
LINKAGE ASSY-E GOVERNOR SEDEMAC- 6CYL M&,006014056H91,code128,,Default Category,nos1,nos1,nos1,871.66,1388,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,
ACTUATOR SEDEMAC MAKE,006014057H91,code128,,Default Category,nos1,nos1,nos1,5381.96,8570,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
ECU HARNESS SEDEMAC,006014058H91,code128,,Default Category,nos1,nos1,nos1,576.5,918,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,
ALTERNATOR-AUTOTENSIONER BRACKET,006014133H1,code128,,Default Category,nos1,nos1,nos1,601.62,958,5,GST @28%,exclusive,no_image.png,,,,,,,,,85114000,,,,,0,,
AUTO TENSIONER 6CYL,006014218H1,code128,,Default Category,nos1,nos1,nos1,2447.94,3898,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
BELT 7PK 1415 MM,006014219H1,code128,,Default Category,nos1,nos1,nos1,596.38,883,5,GST @18%,exclusive,no_image.png,,,,,,,,,40101190,,,,,0,,
BELT 7PK 1415 MM,006014219H1-PB,code128,,Default Category,nos1,nos1,nos1,643.75,1060,5,GST @28%,exclusive,no_image.png,,,,,,,,,85115000,,,,,0,,
Anti vibration mounts 508D M16,006014233H1,code128,,Default Category,nos1,nos1,nos1,602.71,876,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
"40KVA,3PH POWER CABLE",006014238H91,code128,,Default Category,nos1,nos1,nos1,928.98,1416,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
"62.5KVA, 3PH POWER CABLE",006014239H91,code128,,Default Category,nos1,nos1,nos1,2487.12,3791,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
10KVA1PHASE LEROY ALTERNATOR,006014253H91,code128,,Default Category,nos1,nos1,nos1,40315.81,58596,5,GST @18%,exclusive,no_image.png,,,,,,,,,85016100,,,,,0,,
"30KVA,3PH,LS ALTERNATOR",006014255H91,code128,,Default Category,nos1,nos1,nos1,79394.02,117166,5,GST @18%,exclusive,no_image.png,,,,,,,,,85016100,,,,,0,,
"POWER CABLE - 15 TO 20KVA, 1PH",006014295H91,code128,,Default Category,nos1,nos1,nos1,2005.83,3194,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
"POWER CABLE HARNESS 25 TO 30KVA, 1PH",006014296H91,code128,,Default Category,nos1,nos1,nos1, -   ,9020,5,GST @18%,exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
"POWER CABLE HARNESS 35 TO 45KVA, 1PH",006014297H91,code128,,Default Category,nos1,nos1,nos1,2596.03,3957,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
GASKET CRANKCASE TO ADAPTOR PLATE COMPRE,006014309H1,code128,,Default Category,nos1,nos1,nos1,70.2,107,5,GST @18%,exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
GASKET ADAPTOR PLATE TO COMPRESSOR_CRANE,006014310H1,code128,,Default Category,nos1,nos1,nos1,67.2,107,5,GST @18%,exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
"25KVA,3PH,LS ALTERNATOR",006014312H91,code128,,Default Category,nos1,nos1,nos1,70635.11,104240,5,GST @18%,exclusive,no_image.png,,,,,,,,,85016100,,,,,0,,
ADAPTOR DIPSTICK,006014327B91,code128,,Default Category,nos1,nos1,nos1,88.55,141,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
O RING CYLINDER LINER,006014461C1,code128,,Default Category,nos1,nos1,nos1,32.8,50,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
TANK RECOVERY,006014463C91,code128,,Default Category,nos1,nos1,nos1,276.2,421,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089100,,,,,0,,
PISTON (90HP),006014552D1,code128,,Default Category,nos1,nos1,nos1,959.01,1625,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
ELECTORONICS GOVERNOR ASSEMBLY-125HP,006014576H91,code128,,Default Category,nos1,nos1,nos1,13534.66,21552,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
IDLER TENSIONER BRACKET_NGEF 6 CYL,006014581H1,code128,,Default Category,nos1,nos1,nos1,302.7,482,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
"SILENCER ASSLY FOR 140,160,180KVA WITH M",006014590H91,code128,,Default Category,nos1,nos1,nos1,7456.12,11365,5,GST @18%,exclusive,no_image.png,,,,,,,,,90322010,,,,,0,,
PISTON ASSEMBLY (605-555 BS3A),006014632C91,code128,,Default Category,nos1,nos1,nos1,1225.67,1944,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099914,,,,,0,,
GASKET OIL FILL TUBE BHL,006014645H1,code128,,Default Category,nos1,nos1,nos1,13.76,20,5,GST @#N/A,exclusive,no_image.png,,,,,,,,,,,,,,0,,
CONROD BEARING UPPER/LOWER (BI-METAL) -,006014665H1,code128,,Default Category,nos1,nos1,nos1,124.95,185,5,GST @18%,exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,
CONROD BEARING UPPER/LOWER (BI-METAL) -,006014665H1-PB,code128,,Default Category,nos1,nos1,nos1,105.67,174,5,GST @28%,exclusive,no_image.png,,,,,,,,,84133010,,,,,0,,
6.5 KW DC ALTERNATOR WITH CONTROL PANEL,006014718H91,code128,,Default Category,nos1,nos1,nos1,49629.6,82254,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
HARNESS SEDEMAC GOVERNOR,006014727H91,code128,,Default Category,nos1,nos1,nos1,590.95,941,5,GST @18%,exclusive,no_image.png,,,,,,,,,73209090,,,,,0,,
B-12 ACTUATOR DC DG,006014728H91,code128,,Default Category,nos1,nos1,nos1,5381.96,8570,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
B12 ECU SEDMAC ELEC GOVERNOR FOR 1125GM,006014730H91,code128,,Default Category,nos1,nos1,nos1,4341.14,6377,5,GST @18%,exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
LINKAGE ASSY SEDEMAC ELEC GOVERNOR FOR 1,006014731H91,code128,,Default Category,nos1,nos1,nos1,705.1,1036,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
FLANGE BOLT M10X1 (GRADE 12.9),006014739B1,code128,,Default Category,nos1,nos1,nos1,24.55,39,5,GST @18%,exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
ELECTRONIC GOV KIT FOR DC GEN WITH 1125G,006014740H91,code128,,Default Category,nos1,nos1,nos1,8738.58,14926,5,GST @18%,exclusive,no_image.png,,,,,,,,,85389000,,,,,0,,
75KVA_FLYWHEEL_ASSEMBLY,006014995H91,code128,,Default Category,nos1,nos1,nos1,5539.77,8444,5,GST @18%,exclusive,no_image.png,,,,,,,,,84835090,,,,,0,,
GASKET CYLINDER HEAD (DHRUV 3DI),006015001V1,code128,,Default Category,nos1,nos1,nos1,597.22,893,5,GST @18%,exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,
GASKET CYLINDER HEAD (DHRUV 3DI),006015001V1-PB,code128,,Default Category,nos1,nos1,nos1,1153.65,1725,5,GST @18%,exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,
OIL SEAL CRANKSHAFT FRONT (DHRUV),006015011V1,code128,,Default Category,nos1,nos1,nos1,109.08,183,5,GST @18%,exclusive,no_image.png,,,,,,,,,84842000,,,,,0,,
OIL SEAL CRANKSHAFT REAR (DHRUV),006015012V1,code128,,Default Category,nos1,nos1,nos1,262.92,365,5,GST @18%,exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,
OIL PUMP ASSEMBLY,006015018V91,code128,,Default Category,nos1,nos1,nos1,1220.83,1944,5,GST @28%,exclusive,no_image.png,,,,,,,,,84133020,,,,,0,,
POWER SUPPLY CARD FOR DC GENSET MAKE IEC,006015036H91,code128,,Default Category,nos1,nos1,nos1, -   ,17489,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
AVR CARD FOR DC DG MAKE IEC,006015037H91,code128,,Default Category,nos1,nos1,nos1,25734.1,34676,5,GST @18%,exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
DISPALY/KEY BOARD OF AVR PANEL FOR DC DG,006015038H91,code128,,Default Category,nos1,nos1,nos1,2091.79,3361,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
MAGNETIC PICK UP UNIT MAKE SEDEMAC,006015039H91,code128,,Default Category,nos1,nos1,nos1,400.27,552,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
ECU GOVERNOR FOR DC DG 6.5KW MAKE SEDEMA,006015040H91,code128,,Default Category,nos1,nos1,nos1,3550.91,4897,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099941,,,,,0,,
ACTUATOR FOR DC DG 6.5KW MAKE SEDEMAC,006015041H91,code128,,Default Category,nos1,nos1,nos1, -   ,5377,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
PROXIMITY SENSOR FOR DC DG MAKE IEC,006015042H91,code128,,Default Category,nos1,nos1,nos1,847.05,1361,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
RELAY CARD FOR START/ STOP MAKE UNITECH,006015046H91,code128,,Default Category,nos1,nos1,nos1,1711.29,2696,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
MCB 32AMP. 1 POLE MAKE REPUTED,006015047H91,code128,,Default Category,nos1,nos1,nos1,311.68,453,5,GST @18%,exclusive,no_image.png,,,,,,,,,29031110,,,,,0,,
CHOKE FOR DC DG MAKE IEC,006015049H91,code128,,Default Category,nos1,nos1,nos1,13121.46,19275,5,GST @18%,exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
CAPACITOR FOR DC DG MAKE IEC,006015050H91,code128,,Default Category,nos1,nos1,nos1,767.54,1311,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
ROTATING DIODES-6.5KVA ALTERNATOR-IEC MA,006015052H1,code128,,Default Category,nos1,nos1,nos1, -   ,772,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
CURRENT TRANSFORMER-6.5KW AVR PANEL IEC,006015053H1,code128,,Default Category,nos1,nos1,nos1,6435.73,10139,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
DIPSTICK ASSY,006015067B91,code128,,Default Category,nos1,nos1,nos1,28.54,47,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
FAN DRIVE PULLY_BHL,006015137H1,code128,,Default Category,nos1,nos1,nos1,613.56,977,5,GST @18%,exclusive,no_image.png,,,,,,,,,84835010,,,,,0,,
Water PUMP ASSEMBLY,006015185H91,code128,,Default Category,nos1,nos1,nos1,3250.53,5176,5,GST @28%,exclusive,no_image.png,,,,,,,,,84133030,,,,,0,,
STRIP OIL PAN (FRONT AND REAR),006015189B1,code128,,Default Category,nos1,nos1,nos1,50.52,77,5,GST @18%,exclusive,no_image.png,,,,,,,,,40169990,,,,,0,,
COVER THERMOSTAT HOUSING 605 BS3A,006015295C1,code128,,Default Category,nos1,nos1,nos1,185.66,283,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089100,,,,,0,,
Acessories2 EM Kit - 7.5/10kVA,006015313H91,code128,,Default Category,nos1,nos1,nos1,13132.35,20017,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
Acessories2 EM Kit - 15/20kVA,006015314H91,code128,,Default Category,nos1,nos1,nos1,12617.15,20091,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
Acessories2 EM Kit - 25kVA,006015315H91,code128,,Default Category,nos1,nos1,nos1,13218.95,20149,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
Acessories2 EM Kit - 40kVA,006015317H91,code128,,Default Category,nos1,nos1,nos1,12670.49,19313,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
HEAD CYLINDER ASSY CPTE. (WITH VALVES,006015326C91,code128,,Default Category,nos1,nos1,nos1,18121.48,28549,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
125KVA  MNEPL ENGINE,006015328H91,code128,,Default Category,nos1,nos1,nos1,444306.14,677234,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
"POWER CABLE  - 160KVA, 3PH  MNEPL",006015338H91,code128,,Default Category,nos1,nos1,nos1,5118.83,8151,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
TANK RECOVERY 605 BS3A,006015339C1,code128,,Default Category,nos1,nos1,nos1,65.16,108,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089100,,,,,0,,
TANK  RECOVERY ASSEMBLY,006015341C91,code128,,Default Category,nos1,nos1,nos1,157.63,251,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089100,,,,,0,,
"125KVA,3PH,LS ALTERNATOR SAE-2/11.5",006015354H91,code128,,Default Category,nos1,nos1,nos1,181546.63,282308,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
"160KVA,3PH,LS ALTERNATOR",006015356H91,code128,,Default Category,nos1,nos1,nos1,218600.9,339928,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
