Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
PISTON RING SET  KOEL,202040000-KIR,code128,,Default Category,nos1,nos1,nos1, 423.87 ,724,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
PISTON COMPLET KOEL,202050-KIR,code128,,Default Category,nos1,nos1,nos1," 1,809.03 ",2658,5,28%,Exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
ROCKER COVER PAIKING,202441-KIR,code128,,Default Category,nos1,nos1,nos1, 36.30 ,67,5,28%,Exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
SET OF JOINTS HA 294,205010000-KIR,code128,,Default Category,nos1,nos1,nos1, 235.13 ,347,5,18%,Exclusive,no_image.png,,,,,,,,,85013220,,,,,0,,
"SET OF RUBBER ""O"" RINGS HA 294",205110000-KIR,code128,,Default Category,nos1,nos1,nos1, 170.76 ,252,5,18%,Exclusive,no_image.png,,,,,,,,,85013220,,,,,0,,
LUB OIL PUMP ASSEBLY WITH DRIVING GEAR,205650-KIR,code128,,Default Category,nos1,nos1,nos1," 1,252.10 ",2163,5,28%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,
275 TU FOR MINI COM(DYNAPAC),210.00805.01018,code128,,Default Category,nos1,nos1,nos1," 79,774.29 ",205445,5,28%,Exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
M&M 4335GM ENGINE,210.00851.0400,code128,,Default Category,nos1,nos1,nos1," 68,429.33 ",176228,5,28%,Exclusive,no_image.png,,,,,,,,,84082020,,,,,0,,
M&M 4375GM AT ENGINE,210.00851.0401,code128,,Default Category,nos1,nos1,nos1," 72,350.77 ",186327,5,28%,Exclusive,no_image.png,,,,,,,,,84091000,,,,,0,,
PUMP - VARIABLE DISPLACEMENT 46 CC/REV,2102AAA00021N,code128,,Default Category,nos1,nos1,nos1," 98,695.15 ",143446,5,28%,Exclusive,no_image.png,,,,,,,,,84133090,,,,,0,,
SEAL KIT,2103SAA00201N,code128,,Default Category,nos1,nos1,nos1," 2,046.89 ",2975,5,18%,Exclusive,no_image.png,,,,,,,,,84314990,,,,,0,,
KIT SEAL,2103SAA00581N,code128,,Default Category,nos1,nos1,nos1," 1,448.99 ",2106,5,18%,Exclusive,no_image.png,,,,,,,,,84314990,,,,,0,,
SEAL KIT,2103SAA01120N,code128,,Default Category,nos1,nos1,nos1, 313.74 ,456,5,18%,Exclusive,no_image.png,,,,,,,,,84314990,,,,,0,,
UNIVERSAL JOINT,2112AAA00430N,code128,,Default Category,nos1,nos1,nos1," 1,496.47 ",2175,5,18%,Exclusive,no_image.png,,,,,,,,,84314930,,,,,0,,
BOOT JOYSTICK,2112SAA00021N,code128,,Default Category,nos1,nos1,nos1, 456.16 ,663,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
FUEL PIPE-FUEL FILTER OUTLET TO FUEL P,2126102-KIR,code128,,Default Category,nos1,nos1,nos1, 144.61 ,247,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
